Link,Wordpress,Invalid SSL,gtmetrix PageSpeed Score,YSlow Score,Fully Loaded Time
http://www.fahrschulen-fellmer.de,True,False
http://www.werbetechnik-emele.de,True,False
http://www.blatt-werk-siegen.de,False,False
https://hahn-reisen.com,False,False
http://machnik-elektro.de,False,False
https://www.indievans-kfz-werkstatt-dresden.de,False,False
http://www.art-medial.de,False,False
http://spedition-time.de,False,False
https://www.tui-reisecenter.de/hannover4,False,False
http://www.centberg.de/,False,False
https://www.sunshine-bus.de,False,False
https://reisebuero-gruenten.de,False,False
https://www.taxi.de,True,False
https://www.sdg-bahn.de,False,False
https://www.kvsbuslimo.de,False,False
http://www.giodesignz.de/,True,False
https://primo-reisen.de,True,False
http://edel-styling.de/,True,False
http://www.felber-reisen.de,False,False
http://www.sl-folientechnik.de/,False,False
https://www.cermak-reisen.de,False,False
